sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi,id
FEMALE,76,65+,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0,1000.0,WIDOWED,7.0,1960.0,7.0,1989.0,PLEASED,11.0,IT`S DIFFICULT TO TELL,YES,YES,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,58.0,23.2334561768947,1298
MALE,79,65+,"URBAN 200,000-500,000",Zachodnio-pomorskie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",RETIRED,0,2883.0,MARRIED,5.0,1959.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20,NO,-8,NO,NO,NO,-8,NO,,,NONE,171.0,71.0,24.2809753428405,2288
FEMALE,85,65+,"URBAN BELOW 20,000",Podlaskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,820.0,MARRIED,12.0,1945.0,,,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,150.0,60.0,26.6666666666667,1673
FEMALE,71,65+,RURAL AREAS,Lubuskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,-8,600.0,WIDOWED,12.0,1965.0,10.0,1996.0,MOSTLY DISSATISFIED,5.0,IT`S DIFFICULT TO TELL,YES,NO,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,150.0,70.0,31.111111111111107,3758
FEMALE,62,60-64,"URBAN 100,000-200,000",Wielkopolskie,VOCATIONAL/GRAMMAR,production and processing,RETIRED,0,700.0,MARRIED,12.0,1972.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,86.0,29.757785467128,1212
FEMALE,27,25-34,RURAL AREAS,Mazowieckie,POST-SECONDARY OR HIGHER,economy and administration,EMPLOYED IN PRIVATE SECTOR,0,1200.0,MARRIED,6.0,2009.0,,,DELIGHTED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,168.0,82.0,29.0532879818594,3634
FEMALE,22,16-24,RURAL AREAS,Podlaskie,SECONDARY,no specialisation,PUPIL OR STUDENT,-8,400.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,170.0,98.0,33.9100346020761,3882
FEMALE,45,45-59,"URBAN 20,000-100,000",Lubelskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PUBLIC SECTOR,0,1500.0,DIVORCED,4.0,1999.0,6.0,2008.0,PLEASED,2.0,IT`S DIFFICULT TO TELL,YES,NO,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,150.0,58.0,25.7777777777778,4410
MALE,23,16-24,RURAL AREAS,Malopolskie,SECONDARY,no specialisation,PUPIL OR STUDENT,0,1600.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,173.0,68.0,22.7204383708109,4356
FEMALE,44,35-44,RURAL AREAS,Podkarpackie,SECONDARY,no specialisation,UNEMPLOYED,0,950.0,MARRIED,6.0,1998.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,160.0,70.0,27.34375,2874
FEMALE,61,60-64,"URBAN 20,000-100,000",Pomorskie,SECONDARY,services for the population and transport services,RETIRED,0,1300.0,MARRIED,6.0,1972.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,1,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,156.0,70.0,28.7639710716634,675
FEMALE,35,35-44,"URBAN 500,000 AND OVER",Malopolskie,POST-SECONDARY OR HIGHER,pedagogics,UNEMPLOYED,4,400.0,MARRIED,4.0,2003.0,,,DELIGHTED,3.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,168.0,70.0,24.8015873015873,1958
MALE,58,45-59,RURAL AREAS,Warminsko-mazurskie,PRIMARY/NO EDUCATION,no specialisation,FARMER,-8,3800.0,MARRIED,6.0,1978.0,,,MOSTLY SATISFIED,10.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,78.0,26.9896193771626,3237
FEMALE,36,35-44,RURAL AREAS,Warminsko-mazurskie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,-8,1100.0,MARRIED,6.0,1990.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,168.0,53.0,18.7783446712018,3317
FEMALE,25,25-34,RURAL AREAS,Warminsko-mazurskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,-8,1121.0,SINGLE,,,,,DELIGHTED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,163.0,62.0,23.335466144755202,3549
MALE,45,45-59,"URBAN 100,000-200,000",Swietokrzyskie,SECONDARY,technical science,EMPLOYED IN PUBLIC SECTOR,0,-8.0,MARRIED,8.0,1989.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,ACTIVE,171.0,75.0,25.648917615676602,630
FEMALE,17,16-24,"URBAN 20,000-100,000",Lubelskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,168.0,68.0,24.092970521542,1099
FEMALE,26,25-34,"URBAN 500,000 AND OVER",Mazowieckie,POST-SECONDARY OR HIGHER,liberal arts,EMPLOYED IN PUBLIC SECTOR,0,1750.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,2,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,168.0,52.0,18.424036281179106,1531
MALE,53,45-59,RURAL AREAS,Opolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,UNEMPLOYED,24,-8.0,MARRIED,9.0,1979.0,,,PLEASED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,YES,10,NO,NO,NO,-8,NO,,,NONE,164.0,83.0,30.859607376561602,4618
FEMALE,18,16-24,RURAL AREAS,Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,-8.0,SINGLE,,,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,2,NO,-8,NO,NO,,-8,NO,,,PASSIVE,168.0,48.0,17.0068027210884,2251
FEMALE,21,16-24,RURAL AREAS,Slaskie,SECONDARY,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,8,NO,-8,NO,NO,,-8,NO,,,ACTIVE,172.0,63.0,21.295294753921002,4291
FEMALE,33,25-34,"URBAN 20,000-100,000",Zachodnio-pomorskie,SECONDARY,no specialisation,SELF-EMPLOYED,0,4500.0,MARRIED,,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,15,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,49.0,19.628264701169694,3390
MALE,19,16-24,RURAL AREAS,Pomorskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,,SINGLE,,,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,8,NO,-8,NO,NO,,-8,NO,,,PASSIVE,172.0,60.0,20.2812330989724,231
MALE,28,25-34,"URBAN 100,000-200,000",Slaskie,SECONDARY,computer science,EMPLOYED IN PRIVATE SECTOR,0,-8.0,MARRIED,4.0,2006.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,YES,14,NO,NO,NO,-8,NO,,,PASSIVE,178.0,85.0,26.827420780204505,4323
FEMALE,17,16-24,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,no specialisation,OTHER ECONOMICALLY INACTIVE,-8,,SINGLE,,,,,MOSTLY SATISFIED,4.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,1,NO,-8,NO,NO,,-8,NO,,,PASSIVE,158.0,49.0,19.628264701169694,1153
MALE,69,65+,"URBAN 500,000 AND OVER",Lodzkie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,24,1300.0,MARRIED,10.0,1963.0,,,MOSTLY SATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,YES,20,NO,,NO,-8,NO,,,NONE,178.0,75.0,23.6712536295922,2918
MALE,18,16-24,"URBAN BELOW 20,000",Opolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,139.0,SINGLE,,,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,YES,YES,NO,50,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 TO 2 YEARS,GERMANY,PASSIVE,175.0,100.0,32.6530612244898,3083
MALE,63,60-64,"URBAN 500,000 AND OVER",Dolnoslaskie,SECONDARY,services for the population and transport services,RETIRED,-8,1400.0,WIDOWED,,,,,MOSTLY SATISFIED,11.0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,165.0,70.0,25.7116620752984,4041
FEMALE,53,45-59,"URBAN BELOW 20,000",Lodzkie,VOCATIONAL/GRAMMAR,services for the population and transport services,SELF-EMPLOYED,-8,1500.0,MARRIED,2.0,1979.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,3,YES,2,NO,NO,NO,-8,NO,,,NONE,164.0,74.0,27.513384889946494,1875
MALE,20,16-24,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,-8.0,SINGLE,,,,,MOSTLY SATISFIED,3.0,,,,,10,NO,-8,,NO,NO,-8,,,,NONE,170.0,80.0,27.681660899654002,2754
MALE,64,60-64,"URBAN BELOW 20,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,24,1650.0,MARRIED,7.0,1972.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,YES,20,NO,NO,NO,-8,NO,,,NONE,172.0,71.0,23.9994591671174,717
FEMALE,56,45-59,RURAL AREAS,Mazowieckie,SECONDARY,no specialisation,EMPLOYED IN PUBLIC SECTOR,0,1750.0,MARRIED,6.0,1976.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,163.0,100.0,37.6378486205729,4820
MALE,73,65+,"URBAN BELOW 20,000",Mazowieckie,SECONDARY,technical science,RETIRED,0,1300.0,MARRIED,9.0,1962.0,,,MIXED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,178.0,94.0,29.6679712157556,4327
FEMALE,68,65+,RURAL AREAS,Zachodnio-pomorskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,900.0,MARRIED,3.0,1968.0,,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,168.0,87.0,30.8248299319728,3592
FEMALE,36,35-44,"URBAN BELOW 20,000",Warminsko-mazurskie,SECONDARY,healthcare,UNEMPLOYED,13,-8.0,MARRIED,6.0,1996.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5,NO,-8,NO,NO,,-8,NO,,,PASSIVE,164.0,70.0,26.0261748958953,468
MALE,17,16-24,RURAL AREAS,Lodzkie,PRIMARY/NO EDUCATION,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,PLEASED,2.0,IT`S DIFFICULT TO TELL,YES,YES,NO,15,NO,-8,NO,NO,,-8,NO,,,PASSIVE,170.0,65.0,22.4913494809689,3614
FEMALE,37,35-44,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,services for the population and transport services,UNEMPLOYED,24,,MARRIED,4.0,1997.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,160.0,65.0,25.390625,4140
FEMALE,30,25-34,"URBAN BELOW 20,000",Swietokrzyskie,POST-SECONDARY OR HIGHER,production and processing,EMPLOYED IN PRIVATE SECTOR,-8,1300.0,MARRIED,7.0,2002.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,165.0,70.0,25.7116620752984,3513
MALE,65,65+,"URBAN 100,000-200,000",Wielkopolskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,-8,2200.0,MARRIED,9.0,1973.0,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,167.0,85.0,30.477966223242106,3685
FEMALE,28,25-34,"URBAN 200,000-500,000",Slaskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,3900.0,SINGLE,,,,,DELIGHTED,3.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,8,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,165.0,67.0,24.6097337006428,170
FEMALE,35,35-44,RURAL AREAS,Slaskie,SECONDARY,production and processing,EMPLOYED IN PRIVATE SECTOR,0,2000.0,MARRIED,6.0,1998.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,2,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,178.0,62.0,19.568236333796197,3473
FEMALE,32,25-34,"URBAN BELOW 20,000",Wielkopolskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,-8,1000.0,MARRIED,9.0,2000.0,,,MIXED,10.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,NO,-8,YES,NO,NO,-8,NO,,,NONE,160.0,80.0,31.25,572
MALE,27,25-34,"URBAN 20,000-100,000",Podlaskie,POST-SECONDARY OR HIGHER,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,-8,2000.0,SINGLE,,,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,2,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,180.0,85.0,26.234567901234602,1375
MALE,72,65+,RURAL AREAS,Podkarpackie,SECONDARY,technical science,RETIRED,-8,1500.0,MARRIED,5.0,1966.0,,,PLEASED,5.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,70.0,24.2214532871972,3899
MALE,78,65+,RURAL AREAS,Warminsko-mazurskie,PRIMARY/NO EDUCATION,not applicable,RETIRED,0,970.0,MARRIED,1.0,1956.0,,,PLEASED,14.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,1,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,90.0,31.1418685121107,3044
FEMALE,54,45-59,"URBAN BELOW 20,000",Slaskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PRIVATE SECTOR,0,1500.0,DE FACTO SEPARATED,,,,,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,YES,20,NO,NO,NO,-8,NO,,,NONE,164.0,58.0,21.5645449137418,3418
FEMALE,64,60-64,"URBAN 100,000-200,000",Podlaskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",RETIRED,24,900.0,MARRIED,12.0,1971.0,,,PLEASED,11.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,78.0,31.244992789617,3861
MALE,75,65+,"URBAN 100,000-200,000",Warminsko-mazurskie,SECONDARY,technical science,RETIRED,0,1509.0,WIDOWED,9.0,1996.0,7.0,2008.0,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20,NO,-8,NO,NO,NO,-8,NO,,,,161.0,66.0,25.461980633463202,254
FEMALE,35,35-44,"URBAN 20,000-100,000",Lubelskie,POST-SECONDARY OR HIGHER,social welfare,EMPLOYED IN PUBLIC SECTOR,-8,-8.0,DIVORCED,,1995.0,6.0,2009.0,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,YES,20,NO,NO,NO,-8,"YES, TO EU COUNTRY",IT DEPENDS,NORWAY,ACTIVE,155.0,52.0,21.6441207075963,4786
MALE,59,45-59,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",FARMER,0,1500.0,MARRIED,11.0,1980.0,,,PLEASED,13.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,2,YES,20,NO,NO,NO,-8,NO,,,NONE,180.0,67.0,20.679012345679,833
FEMALE,63,60-64,RURAL AREAS,Kujawsko-pomorskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,-8.0,WIDOWED,1.0,1974.0,9.0,1997.0,PLEASED,7.0,IT`S DIFFICULT TO TELL,YES,NO,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,150.0,70.0,31.111111111111107,1450
FEMALE,57,45-59,"URBAN 100,000-200,000",Swietokrzyskie,VOCATIONAL/GRAMMAR,services for the population and transport services,LONG-TERM SICK/DISABLED,24,560.0,MARRIED,9.0,1975.0,,,MIXED,5.0,IT`S DIFFICULT TO TELL,YES,NO,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,165.0,90.0,33.0578512396694,3602
FEMALE,81,65+,RURAL AREAS,Podkarpackie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,650.0,MARRIED,,1950.0,,,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,65.0,26.0374939913475,1090
MALE,33,25-34,RURAL AREAS,Lodzkie,SECONDARY,no specialisation,FARMER,0,1000.0,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GERMANY,NONE,182.0,86.0,25.9630479410699,314
FEMALE,67,65+,"URBAN 100,000-200,000",Malopolskie,POST-SECONDARY OR HIGHER,biological sciences,RETIRED,0,1750.0,SINGLE,,,,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,5,YES,20,NO,NO,NO,-8,NO,,,PASSIVE,150.0,61.0,27.111111111111107,479
MALE,63,60-64,"URBAN 100,000-200,000",Dolnoslaskie,SECONDARY,technical science,LONG-TERM SICK/DISABLED,24,1000.0,MARRIED,10.0,1991.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,182.0,112.0,33.8123415046492,3322
MALE,59,45-59,RURAL AREAS,Podkarpackie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,-8,800.0,MARRIED,4.0,1977.0,,,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,176.0,102.0,32.9287190082645,4617
FEMALE,65,65+,RURAL AREAS,Mazowieckie,SECONDARY,"agriculture, forestry, fishing",LONG-TERM SICK/DISABLED,0,700.0,MARRIED,6.0,1968.0,,,MOSTLY SATISFIED,11.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,154.0,72.0,30.359251138471894,4875
MALE,51,45-59,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,technical science,FARMER,0,1100.0,MARRIED,4.0,1986.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,117.0,84.0,61.363138286215204,4567
FEMALE,76,65+,"URBAN BELOW 20,000",Podkarpackie,SECONDARY,no specialisation,LONG-TERM SICK/DISABLED,24,810.0,WIDOWED,3.0,1975.0,6.0,1976.0,MIXED,7.0,ONE CAN`T BE TOO CAREFUL,NO,NO,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,155.0,59.0,24.5577523413111,1158
MALE,50,45-59,RURAL AREAS,Wielkopolskie,SECONDARY,technical science,FARMER,0,2000.0,MARRIED,8.0,1983.0,,,PLEASED,3.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,30,NO,-8,NO,NO,NO,-8,NO,,,NONE,169.0,98.0,34.312524071286,44
MALE,80,65+,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",RETIRED,-8,1330.0,MARRIED,4.0,1965.0,,,MOSTLY SATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,15,YES,5,NO,NO,NO,-8,NO,,,NONE,179.0,80.0,24.9680097375238,3967
FEMALE,58,45-59,RURAL AREAS,Mazowieckie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",RETIRED,0,1200.0,MARRIED,1.0,1975.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,12,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,162.0,110.0,41.914342325865,81
FEMALE,51,45-59,RURAL AREAS,Lodzkie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1500.0,MARRIED,10.0,1978.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,165.0,60.0,22.038567493113,3644
FEMALE,48,45-59,RURAL AREAS,Lubelskie,VOCATIONAL/GRAMMAR,services for the population and transport services,LONG-TERM SICK/DISABLED,0,612.0,MARRIED,8.0,1981.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,20,YES,20,NO,NO,NO,-8,NO,,,NONE,166.0,63.0,22.862534475250396,1403
FEMALE,79,65+,RURAL AREAS,Podkarpackie,SECONDARY,no specialisation,RETIRED,0,1600.0,WIDOWED,11.0,1950.0,7.0,2003.0,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,74.0,25.6055363321799,3036
MALE,42,35-44,RURAL AREAS,Kujawsko-pomorskie,POST-SECONDARY OR HIGHER,art,EMPLOYED IN PUBLIC SECTOR,0,-8.0,MARRIED,8.0,1999.0,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,180.0,95.0,29.320987654320998,3802
FEMALE,33,25-34,RURAL AREAS,Opolskie,SECONDARY,no specialisation,OTHER ECONOMICALLY INACTIVE,24,,MARRIED,4.0,2002.0,,,DELIGHTED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,168.0,62.0,21.967120181405893,1424
MALE,71,65+,"URBAN 200,000-500,000",Slaskie,POST-SECONDARY OR HIGHER,technical science,RETIRED,0,3000.0,MARRIED,4.0,1966.0,,,DELIGHTED,1.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,170.0,74.0,25.6055363321799,4227
MALE,63,60-64,"URBAN BELOW 20,000",Lubelskie,VOCATIONAL/GRAMMAR,architecture and construction,RETIRED,24,1900.0,MARRIED,12.0,1970.0,,,PLEASED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,9,YES,10,NO,NO,NO,-8,NO,,,NONE,165.0,80.0,29.38475665748389,2345
MALE,77,65+,"URBAN 20,000-100,000",Zachodnio-pomorskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,900.0,MARRIED,3.0,1998.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,YES,30,NO,NO,NO,-8,NO,,,NONE,170.0,90.0,31.1418685121107,3852
FEMALE,51,45-59,RURAL AREAS,Warminsko-mazurskie,POST-SECONDARY OR HIGHER,social welfare,EMPLOYED IN PUBLIC SECTOR,0,1500.0,MARRIED,4.0,1982.0,,,MOSTLY SATISFIED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,62.0,24.835763499439203,4352
FEMALE,61,60-64,RURAL AREAS,Lubelskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,740.0,MARRIED,2.0,1972.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,160.0,65.0,25.390625,2955
MALE,55,45-59,"URBAN 100,000-200,000",Lodzkie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,0,1500.0,MARRIED,3.0,1980.0,,,MOSTLY DISSATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,0,NO,-8,YES,NO,NO,-8,NO,,,NONE,171.0,90.0,30.778701138811893,2273
FEMALE,24,16-24,"URBAN BELOW 20,000",Malopolskie,SECONDARY,no specialisation,PUPIL OR STUDENT,-8,-8.0,SINGLE,,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5,NO,-8,NO,NO,,-8,"YES, TO NON-EU COUNTRY",IT DEPENDS,NORWAY,ACTIVE,160.0,49.0,19.140625,1972
FEMALE,20,16-24,RURAL AREAS,Malopolskie,SECONDARY,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,15,NO,-8,NO,NO,,-8,NO,,,PASSIVE,167.0,65.0,23.3066800530675,4583
MALE,22,16-24,RURAL AREAS,Podkarpackie,SECONDARY,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,30,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GREAT BRITAIN,PASSIVE,181.0,78.0,23.8087970452672,416
